Título 1,Título 2,Data,Local,Conteúdo
Números de Maurício: veja a fase atual do reforço do Palmeiras,Meio-campista joga bastante pelo Internacional desde 2021,2024-06-19 16:27:00,Rio de Janeiro,"Natural de São Paulo, Maurício iniciou sua carreira nas categorias de base do Desportivo Brasil. Em 2018, foi transferido para o Cruzeiro, onde viveu altos e baixos. Apesar de alguns momentos de brilho individual, o clube enfrentava graves problemas financeiros, o que dificultou o desenvolvimento do jogador.
Ele participou (pouco) do rebaixamento do clube mineiro em 2019, além de ter feito 17 partidas na Série B 2020. No meio daquele ano, foi para o Internacional. Com atuações consistentes e um bom poder de finalização, Maurício se tornou um dos principais jogadores da equipe gaúcha.
Na atual temporada, Maurício disputou 17 partidas pelo Internacional, sendo 15 como titular, com 2 gols marcados e 3 assistências. Ele participou da Seleção que fracassou no Pré-Olímpico deste ano. Jogou seis dos sete jogos do Brasil no torneio, tendo sido titular em cinco.
Canhoto, a posição preferencial de Maurício é aberto pelo lado direito, semelhante à posição de Estêvão no Palmeiras atual de Abel Ferreira. Porém, o possível reforço tem um estilo de jogo mais cadenciado, preferindo armar o jogo pelo centro a procurar a linha de fundo como o jovem talento palmeirense.
Serão desembolsados cerca de 10,5 milhões de euros (R$ 60,2 milhões) pelo Palmeiras, entre metas e variáveis, por 80% do ""passe"" de Mauricio. Porém, nem todo valor irá para os cofres do Inter, que divide os direitos econômicos com Desportivo Brasil, Cruzeiro e o próprio jogador.
"
Dudu na vaga de Lázaro? Abel tem dilemas para escalar o Palmeiras contra o Bragantino,Verdão sofre com lesões e convocações,2024-06-20 06:00:00,São Paulo (SP),"Lázaro foi submetido a exames e teve constatada uma lesão na coxa esquerda. O jogador iniciou a recuperação no Núcleo de Saúde e Performance e não deve retornar tão cedo.

Dudu, inclusive, quer dar a volta por cima e reconquistar a confiança dos palmeirenses. De volta após cerca de 10 meses, quando tratou da lesão no ligamento do joelho, o atacante está focado em ter bons desempenhos pelo Alviverde.
O Palmeiras seguirá sem Gustavo Gómez, Richard Ríos, que servem Paraguai e Colômbia para a Copa América, respectivamente. Bruno Rodrigues rompeu ligamento do joelho e retorna apenas na próxima temporada, enquanto Rômulo tem contusão na coxa. Luis Guilherme, Luan e Endrick foram vendidos.
Os reforços alviverdes só chegarão a partir da próxima janela de transferências, em julho. Felipe Anderson está contratado, e o Palmeiras deseja fechar os detalhes para anunciar Agustín Giay e Mauricio.
Com este cenário, a provável escalação do Palmeiras para o jogo contra o Bragantino tem: Weverton; Marcos Rocha, Naves, Murilo e Piquerez; Aníbal Moreno, Zé Rafael e Raphael Veiga; Estêvão, Flaco López e Rony. 
"
"Após derrota do Corinthians, Benja detona discurso do presidente do clube: ‘Não adianta’",Apresentador também fez duras críticas ao elenco do clube paulista,2024-06-20 08:00:00,São Paulo (SP),"- Pra ganhar do Corinthians hoje não precisa nem ter um time maravilhoso e nem jogar muita bola. O time do Corinthians é muito ruim, tem uma defesa fraca, não tem lateral, o meio-campo é morto e o ataque não marca. Não tem nada - começou o apresentador.
- O Corinthians é um sério candidato ao rebaixamento. Não tem perspectiva. E não adianta o Augusto Melo ficar falando: ""Semana que vem é isso, semana que vem vocês vão ver"". E a semana que vem nunca vem. É uma desgraça esse time do Corinthians - completou.
As críticas de Benja a Augusto Melo são relacionadas às promessas do presidente do clube nestes primeiros meses de comando. O Corinthians soma apenas sete pontos no Brasileirão, na 17ª colocação. Na próxima rodada, a equipe paulista encara o Athletico Paranaense.
"
CBF altera data de jogos do Brasileirão a pedido da Globo,Emissora solicitou mudanças na tabela por conta da grade de transmissões,2024-05-24 19:30:00,Rio de Janeiro (RJ),"A mudança se deve, provavelmente, por conta do amistoso da Seleção Brasileira com os Estados Unidos, que está marcado para o próximo dia 12. Confira abaixo data e horário dos jogos do Brasileirão que tiveram alteração da CBF a pedido da Globo.
Atlético-GO x CorinthiansDe: 12/06, quarta-feira, às 17hPara: 11/06, terça-feira, às 19hLocal: Estádio Antônio Accioly, em Goiânia (GO)
Juventude x VitóriaDe: 12/06, quarta-feira, às 17hPara: 11/06, terça-feira, às 19hLocal: Estádio Alfredo Jaconi, em Caxias do Sul (RS)
Botafogo x FluminenseDe: 12/06, quarta-feira, às 17hPara: 11/06, terça-feira, às 20hLocal: Estádio Nilton Santos, no Rio de Janeiro (RJ)
Red Bull Bragantino x Atlético-MGDe: 12/06, quarta-feira, às 17hPara: 11/06, terça-feira, às 21h30Local: Estádio Nabi Abi Chedid, em Bragança Paulista (SP)
"
"Saiba se Mauricio, que negocia com o Palmeiras, joga pelo Internacional contra o Corinthians",Confronto entre gaúchos e paulistas acontece nesta quarta-feira (19),2024-06-19 12:35:00,São Paulo (SP),"A última vez que Mauricio entrou em campo pelo Inter foi contra o Real Tomayapo, da Bolívia, no dia 4 de junho, pela Sul-Americana. Depois disso, o atleta sofreu com trauma no joelho direito e, na sequência, desfalcou o time diante do Delfín, também pelo torneio continental.

Nos dias seguintes, o Colorado teve São Paulo e Vitória como adversários. O meia de 22 anos permaneceu afastado, também pelo processo de recuperação da contusão.
Neste período, o Palmeiras reacendeu o interesse em contratar Mauricio e retomou conversas com o Internacional. O clube paulista deseja contar com o atleta desde o início do ano, mas as negociações com o Colorado até então não tinham avançado.
Os valores da contratação são complexos, mas estima-se que o Verdão pague cerca de 10,5 milhões de euros por toda operação (R$ 61,6 milhões, de acordo com a cotação atual). Os direitos econômicos do jogador são divididos entre Internacional (50%), Desportivo Brasil, Cruzeiro e o próprio atleta. A informação do total da negociação foi publicada inicialmente pelo jornalista Venê Casagrande.
Sobre a porcentagem referente ao Cruzeiro, tudo indica que as tratativas do Palmeiras não sofram interferência da ""novela Dudu"". Isso porque as diretorias mantêm boa relação e não se desgastaram durante o caso do camisa 7, que chegou a ser anunciado pelos mineiros e desistiu da mudança de clube.
"
"Vitória x Atlético-MG: onde assistir ao vivo, horário e escalações do jogo pelo Brasileirão",Confira as principais informações do duelo válido pela 10ª rodada do Campeonato Brasileiro,2024-06-20 07:00:00,Salvador (BA),"Confira todas as informações que você precisa saber sobre o confronto entre Vitória e Atlético-MG (onde assistir, horário, local e arbitragem).
✅ FICHA TÉCNICAATLÉTICO-GO X CRICIÚMABRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quinta-feira, 20 de junho de 2024, às 18h30📍 Local: Estádio Barradão, em Salvador (BA)📺 Onde assistir: Premiere🟨 Árbitro: Marcelo de Lima Henrique (CE)🚩 Assistentes:  Rafael da Silva Alves (RS-Fifa) e Renan Aguiar da Costa (CE)📺 VAR: Rodrigo Guaranizo Ferreira do Amaral (SP-Fifa)
⚽ PROVÁVEIS ESCALAÇÕES:VITÓRIA (Técnico: Thiago Carpini)Lucas Arcanjo; Raul Cáceres, Camutanga, Wagner Leonardo e Lucas Esteves; Luan Santos, Caio Vinícius e Willian Oliveira; Matheusinho, Osvaldo e Alerrandro.
ATLÉTICO-MG (Técnico: Gabriel Milito)Everson; Bruno Fuchs, Lemos e Igor Rabello; Saravia, Bataglia (Igor Gomes), Zaracho e Gustavo Scarpa; Alisson, Alan Kardec e Cadu.
"
"Palmeiras acerta contratação de Mauricio, do Internacional; saiba valores e detalhes","Meia deixará o Internacional, e 'novela Dudu' não deve interferir em tratativas com Cruzeiro por porcentagem",2024-06-17 07:00:00,São Paulo (SP),"Serão desembolsados cerca de 10,5 milhões de euros (R$ 60,2 milhões) pelo Palmeiras, entre metas e variáveis, por 80% do ""passe"" de Mauricio. Porém, nem todo valor irá para os cofres do Inter, que divide os direitos econômicos com Desportivo Brasil, Cruzeiro e o próprio jogador.

Mauricio está no Internacional desde 2020 e atuou em 176 jogos pelo clube gaúcho, marcando 25 gols. Apenas nesta temporada, o meia soma dois gols e uma assistência em 17 partidas. Ele chega ao Verdão como reposição para Luis Guilherme, que acertou com o West Ham.
"
CRB derrota o Bahia nos pênaltis e está na final da Copa do Nordeste,Galo de Campina encara o Fortaleza na decisão,2024-05-26 20:24:00,Salvador (BA),"⚽ COMO FOI A PARTIDA?Bahia e CRB fizeram um primeiro tempo muito equilibrado na Fonte Nova. O time alagoano começou melhor, mas aos poucos o Esquadrão de Aço foi controlando a posse de boa e acalmou o jogo. No entanto, as dificuldades da equipe de Rogério Ceni para criar era visíveis. Na segunda etapa, o Tricolor teve boas chances, sobretudo com Cauly e Arias, mas não conseguiu marcar.
A vaga na final da Copa do Nordeste foi, então, decidida nos pênaltis. Após oito cobranças de cada lado, o CRB levou a melhor, após defesa do goleiro Matheus Albino em chute de Caio Alexandre, o único a despediçar na disputa.
📅 O QUE VEM POR AÍ?O Bahia visita o Atlético-MG na Arena MRV no próximo domingo (2), às 16h, pela sétima rodada do Brasileirão. Por sua vez, o CRB vai até Campinas para encarar a Ponte Preta no sábado (1º), no Estádio Moisés Lucarelli, pela oitava rodada da Série B.
"
Sormani defende expulsão de Hulk contra o Palmeiras e faz dura crítica ao atacante,Atacante recebeu dois cartões amarelos em sequência por reclamação,2024-06-18 16:41:00,Belo Horizonte (MG),"- O que o Hulk fez foi errado e condenável. Por isso foi corretamente expulso. Não se pode agir assim diante de uma autoridade. Sociedade sem regras não funciona. Se quem as aplica as faz mal, vamos substituí-las. Mas de maneira civilizada e de acordo com as regras. Jamais na truculência - criticou.
Hulk disputou uma bola com dois jogadores do Palmeiras, e reclamou com o árbitro sobre o lance. Rodrigo Pereira de Lima aplicou amarelo ao jogador, que contestou a decisão e recebeu o segundo cartão na sequência. Com um a menos desde os 30' do primeiro tempo, o Atlético-MG foi goleado por 4 a 0.
"
"Fortaleza x Grêmio: onde assistir, escalações e horário do jogo do Brasileirão",Equipes se enfrentam na 10ª rodada da competição,2024-06-19 06:43:00,Fortaleza (CE),"✅ FICHA TÉCNICAFORTALEZA X GRÊMIO10ª RODADA - SÉRIE A DO CAMPEONATO BRASILEIRO🗓️ Data e horário: quarta-feira, 19 de junho de 2024, às 20h;🏟️ Local: Arena Castelão, em Fortaleza (CE)📺 Onde assistir: Premiere;🟨 Árbitro: João Vitor Gobi (SP);🚩 Assistentes: Daniel Paulo Ziolli (SP) e Gustavo Rodrigues de Oliveira (SP);🖥️ VAR: Rodrigo Nunes de Sá (FIFA-RJ).
⚽ PROVÁVEIS ESCALAÇÕES
FORTALEZA (Técnico: Juan Pablo Vojvoda)João Ricardo; Tinga, Titi, Tomáz Cardona e Bruno Pacheco; Zé Welison, Hércules e Pochettino; Pikachu, Breno Lopes e Lucero.
GRÊMIO (Técnico: Renato Portaluppi)Marchesín; João Pedro, Rodrigo Ely, Kannemann e Reinaldo; Dodi e Pepê; Pavón, Cristaldo e Gustavo Nunes; João Pedro Galvão.
"
"Palmeiras x RB Bragantino: onde assistir, horário e prováveis escalações do jogo pelo Brasileirão",Equipes se enfrentam pela 10ª rodada do Campeonato Brasileiro,2024-06-20 07:00:00,São Paulo (SP),"Confira todas as informações que você precisa saber sobre o confronto entre Palmeiras e RB Bragantino (onde assistir, horário e local).
✅ FICHA TÉCNICAPALMEIRAS X RB BRAGANTINOBRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quinta-feira, 20 de junho de 2024, às 21h30📍 Local: Allianz Arena, em São Paulo (SP)📺 Onde assistir: Premiere🟨 Árbitro: Anderson Daronco (Fifa/RS)🚩 Assistentes: Maira Mastella Moreira (Fifa/RS) e Michael Stanislau (RS)📺 VAR: Daiane Muniz (Fifa/SP)
⚽ PROVÁVEIS ESCALAÇÕES:PALMEIRAS (Técnico: Abel Ferreira)Weverton; Marcos Rocha, Murilo, Naves e Piquerez; Aníbal, Zé Rafael e Raphael Veiga; Estêvão, Caio Paulista (Flaco López) e Rony.
RB BRAGANTINO (Técnico: Pedro Caixinha)Cleiton; Nathan Mendes, Pedro Henrique, Douglas Mendes e Juninho Capixaba; Matheus Fernandes, Ramires e Lucas Evangelista; Eduardo Sasha (Henry Mosquera ou Vitinho), Helinho e Thiago Borbas.
"
"Vasco, Corinthians ou Fluminense? Jornalista aponta quem tem situação mais ‘assustadora’",Equipes perderam na rodada e se complicaram na tabela do Brasileirão,2024-06-20 07:00:00,Rio de Janeiro (RJ),"- Quando você fala dos times na zona de rebaixamento, eu acho que são situações muito diferentes. A do Vasco é a mais assustadora pra mim, pela questão institucional. A do Grêmio eu acho que é bem possível de ser solucionada. E a do Fluminense eu tenho muitas dúvidas, porque o elenco tem idade avançada e o jogo não encaixa - começou Birner.
- Mas o Fluminense, em si, não é um clube em crise, ao contrário de Vasco e Corinthians. Quanto a gente vê a situação do Corinthians também... Você vai procurando a luz, os caminhos para melhorar, fico pensando e não consigo encontrá-los. Vai ter que acontecer alguma coisa em campo, os jogadores vão ter que reagir - completou o jornalista.
O Vasco é o primeiro time fora da zona de rebaixamento, com sete pontos, mesma pontuação do Corinthians, que abre o Z-4, mas tem uma vitória a menos que o Cruzmaltino. O Fluminense, por sua vez, assumiu a lanterna da competição após a derrota para o Cruzeiro, com seis pontos. Grêmio e Vitória fecham a zona da degola, também com seis.
"
Botafogo inaugura nova iluminação no Niltão e torcedores comentam: ‘Tá cheio de dinheiro,Show de luzes aconteceu antes do início da partida,2024-06-19 19:35:00,Rio de Janeiro (RJ),"✅ FICHA TÉCNICABOTAFOGO X ATHLETICOBRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quinta-feira, 19 de junho de 2024, às 19h📍 Local: Estádio Nilton Santos, no Rio de Janeiro (RJ)📺 Onde assistir: Sportv e Premiere🟨 Árbitro: Ramon Abatti Abel (Fifa-SC)🚩 Assistentes: Alex dos Santos (SC) e Gizeli Casaril (SC)📺 VAR: Igor Junior Benevenuto (VAR Fifa-MG).
⚽ PROVÁVEIS ESCALAÇÕES:BOTAFOGO (Técnico: Artur Jorge)Jhon; Damián Suárez, Bastos, Lucas Halter e Cuiabano; Gregore, Marlon Freitas e Tchê Tchê; Luiz Henrique, Júnior Santos e Tiquinho Soares.
ATHLETICO (Técnico: Cuca)Léo Linck; Léo Godoy (Madson), Kaique Rocha, Thiago Heleno e Lucas Esquivel; Fernandinho, Erick e Cuello; Christian, Nikão e Mastriani (Pablo).
"
"RB Bragantino x Atlético-MG: onde assistir, escalações e horário do jogo pelo Brasileirão","Confira as principais informações do jogo da oitava rodada
",2024-06-11 07:00:00,São Paulo (SP),"Confira todas as informações que você precisa saber sobre o confronto entre RB Bragantino e Atlético-MG (onde assistir, horário, escalações e local).
✅ FICHA TÉCNICARB Bragantino x Atlético-MGBrasileirão - 8ª rodada
⚽ PROVÁVEIS ESCALAÇÕES
RB BRAGANTINO (Técnico: Pedro Caixinha)Cleiton; Nathan Mendes, Pedro Henrique, Luan Cândido e Juninho Capixaba; Matheus Fernandes, Lucas Evangelista e Lincoln; Mosquera, Thiago Borbas (Eduardo Sasha) e Helinho.
ATLÉTICO-MG (Técnico: Gabriel Milito)Everson; Saravia, Bruno Fuchs, Igor Rabello e Gutavo Scarpa; Battaglia, Pedrinho, Zaracho e Alisson; Paulinho e Alan Kardec (Cadu).
"
Comentarista critica posturas de Cruzeiro e Palmeiras com Dudu: ‘Tom acima’,Atacante desistiu de se transferir para a Raposa e segue no Alviverde,2024-06-17 20:14:00,São Paulo (SP),"- Um dos lados dessa história é o tratamento que o Dudu está recebendo, de todos os envolvidos. A presidente do Palmeiras foi duríssima com ele. O Cruzeiro, através dessa nota, foi ainda mais duro com ele, como se tivesse agido irresponsavelmente. Como se ele tivesse feito algo raro de se ver - começou Kfouri.
- Num momento de troca de emprego, de oferta recebida, balançamos para um lado, para o outro. Às vezes até nos comprometemos de forma verbal e mudamos de ideia, depois de dormir, pensar… O que aconteceu com Dudu não é anormal. É correto? Não sei. Mas justifica esse tratamento como se ele tivesse sido antiprofissional? Ele não foi. Ele mudou de ideia, deve ter razões importantes para isso. Se arrependeu. O tom dos clubes está um pouco acima do que o Dudu merece nessa história toda - completou.
No último sábado (15), o Cruzeiro anunciou a contratação de Dudu, pegando torcedores dos dois clubes de surpresa. De acordo com Leila Pereira, presidente do Palmeiras, o atacante procurou o clube paulista e informou sobre o interesse da Raposa, que fez uma proposta. O Alviverde aceitou a oferta, mas o jogador recuou na negociação.
"
"RB Bragantino x Sousa: onde assistir ao vivo, horário e escalações do jogo pela Copa do Brasil",Equipes se enfrentam pelo jogo de volta da terceira fase da competição nesta terça-feira (21),2024-05-21 09:42:00,Bragança Paulista (SP),"Confira todas as informações que você precisa saber sobre o confronto entre Red Bull Bragantino e Sousa (onde assistir, horário, escalações e local).
✅ FICHA TÉCNICARB BRAGANTINO X SOUSACOPA DO BRASIL - 3ª FASE - VOLTA
🗓️ Data e horário: terça-feira, 21 de maio de 2024, às 19h30 (de Brasília);📍 Local: Estádio Nabi Abi Chedid, em Bragança Paulista (SP)📺 Onde assistir: PrimeVideo🟨 Árbitro: Wagner do Nascimento Magalhães (RJ)🚩 Assistentes: Rodrigo Figueiredo Henrique Correa (Fifa-RJ) e Anne Kesy Gomes de Sá (Fifa-AM)📺 VAR: Wagner Reway (VAR Fifa-ES)
⚽ PROVÁVEIS ESCALAÇÕES:
RB BRAGANTINO (Técnico: Pedro Caixinha)Cleiton; Nathan Mendes, Pedro Henrique, Juninho Capixaba, Luan Cândido, Jadsom, Eric Ramires, Eduardo Sasha, Gustavinho, Vitinho e Henry Mosquera.
SOUSA (Técnico: Juan Pablo Vojvoda)Bruno Fuso; Douglas Dias, Iranilson, Breno Cézar, Marcelo, Jackson, Emerson Bastos, Hebert, Reinaldo, Hiago e Diego Ceará.
"
São Paulo terá baixa no meio-campo para enfrentar o Vasco pelo Brasileirão,"Suspenso, Alisson não vai ao Rio de Janeiro no sábado (22), pela 11ª rodada do Brasileirão",2024-06-20 06:00:00,São Paulo (SP),"Sem Alisson, a tendência é que o técnico argentino escale Luiz Gustavo entre os titulares. O volante foi poupado contra o Cuiabá, assim como Lucas Moura e Nestor, e deu lugar a Galoppo, mas acabou entrando na etapa final.
Este não é o único desfalque do Tricolor, que ainda não terá Rafael, Ferraresi e Bobadilla, que estão disputando a Copa América com suas seleções.
O São Paulo tem 15 pontos no Brasileirão e precisa vencer para colar no G4. Já o Vasco, em crise, tem apenas sete e está próximo da zona de rebaixamento do Nacional.
"
"Demissão de Carille pode agravar crise no Santos, que vive bastidores quentes",Peixe vive dilemas e deve ter respostas à crise após jogo contra o Goiás,2024-06-19 14:42:00,São Paulo (SP),"Após quatro derrotas seguidas na Série B, o Peixe saiu do G4 e sofre pressão da torcida por uma reação. A partida diante do Esmeraldino será fundamental para os próximos passos e pode significar o agravamento da crise.

As primeiras informações sobre a instabilidade no Peixe foram publicadas pelo ""Ge"".
A diretoria do Santos está em uma encruzilhada com Carille. Isso porque existe a pressão pela demissão se ocorrer a quinta derrota consecutiva na Série B, contra o Goiás. O presidente Marcelo Teixeira mantém apoio ao treinador e não acredita que uma troca no comando possa resolver a situação. O exemplo da última administração, que mudou de treinador diversas vezes, pesa contra a saída.
Além disso, o elenco alvinegro está ""fechado"" com Carille. Internamente, existe otimismo sobre uma vitória diante do Goiás. A comissão técnica e o treinador têm apoio dos jogadores e funcionários do clube. Portanto, com uma demissão, existe a chance da crise se agravar. Marcelo Teixeira busca ""equilibrar a balança"" para gerir a situação.
Uma das explicações para a oscilação seriam as lesões de jogadores importantes, como Guilherme, Pedrinho e Julio Furch. Com isso, também houve uma queda de confiança no grupo. Porém, o elenco se mantém fechado com o técnico e a comissão.
Dentro do Santos, existem incômodos sobre pessoas que não teriam cargos no clube, mas que frequentariam diariamente as instalações como ""funcionários"". Há impressão de que estas figuras no cotidiano da Vila Belmiro e do CT Rei Pelé podem atrapalhar a gestão. A frustração, inclusive, se estende desde os primeiros meses do ano, mas se agravou com o mau momento do time.
Procurado pela reportagem, o clube nega esta situação.
"
"Contra o Cuiabá no Morumbis, São Paulo sofre primeira derrota sob o comando de Zubeldía",Eliel marca o gol que deu a vitória ao Cuiabá nesta 10ª rodada do Brasileirão,2024-06-19 21:58:00,São Paulo (SP),"O Tricolor iniciou o jogo com três de seus titulares no banco: Lucas, Nestor e Luiz Gustavo foram poupados e, em campo, o time mostrou que precisa do trio. O Cuiabá conseguiu assustar o time da casa no primeiro tempo e chegou a carimbar o travessão de Jandrei em uma das chances. No segundo, com o trio em campo, o time paulista passou a tentar um pouco mais, mas tecnicamente nada deu certo, e foi o Cuiabá, com Eliel, quem venceu.
✅ FICHA TÉCNICASÃO PAULO 0 x 1 CUIABÁBRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quarta-feira, 18 de junho de 2024, às 20h (de Brasília)📍 Local: Estádio do Morumbis, em São Paulo (SP)🟨 Árbitro: Gustavo Ervino Bauermann🚩 Assistentes: Thiaggo Americano Labes e Brigida Cirilo Ferreira🖥️ VAR: Marco Aurelio Augusto Fazekas Ferreira
⚽ ESCALAÇÕES
SÃO PAULO (Técnio: Luis Zubeldía)Jandrei; Igor Vinícius, Diego Costa, Arboleda e Welington; Alisson, Michel Araújo e Rato; Galoppo, Luciano e Calleri.
CUIABÁ (Técnico: Petit)Walter; Matheus Alexandre, Alan Empereur, Marllon e Ramon; Lucas Mineiro, Denilson e Max Alves; Jonathan Cafú, Pitta e Clayson.
"
Gandula é expulso por orientar barreira em partida do Brasileirão,Lance aconteceu nos acréscimos da segunda etapa ,2024-06-20 14:25:00,São Paulo (SP),"Nos acréscimos do segundo tempo, o árbitro Paulo Renato Moreira da Silva Coelho expulsou o goleiro Ronaldo após falta na entrada da área. Como o Dragão já havia realizado o número limite de alterações, o atacante Luiz Fernando assumiu a posição.
Antes da cobrança, no entanto, a equipe de arbitragem notou que o gandula Lucas Silva Nunes Arruda ajudou Luiz Fernando a orientar o posicionamento da barreira. Por conta da ação, o profissional recebeu cartão vermelho.
- Excluí aos 56 minutos do 2º tempo o gandula Lucas Silva Nunes Arruda por colocar-se ao lado da trave, orientando a formação de uma barreira numa cobrança de falta contra a equipe mandante - diz a súmula da partida.
A atitude do gandula, porém, não auxiliou o time do Atlético-GO, que viu Trauco anotar o gol da virada do Criciúma na cobrança.
Com a vitória, a equipe de Santa Catarina chega aos nove pontos e deixa a zona de rebaixamento do Brasileirão. O Dragão, por sua vez, permanece sem vencer em casa na competição.
"
"Em coletiva, Marquinhos vê rival como favorita nessa Copa América; veja",Zagueiro relembrou final da Copa América de 2021 e deixou um recado,2024-06-20 08:00:00,Orlando (FL),"Lance!
Em entrevista coletiva, realizada ontem, em Orlando-FL, Marquinhos completou dizendo que a Seleção Brasileira só depende dela para conquistar a Copa América:
""Cabe a nós fazer com que toda essa força nos leve dentro de campo, para que possamos trabalhar dentro de campo, como equipe, como a seleção merece. Fazendo grandes jogos. Fazer um jogo de cada vez. Temos grandes desafios até chegar a uma possível final e sermos campeões. Os jogos nos fazem criar cascas para nos tornarmos campeões"".

O experiente zagueiro também comentou sobre a mudança que é entre jogar ao lado de Thiago Silva, e de ser o líder da defesa com caras novas na seleção como, por exemplo, Bremer, Beraldo e Gabriel Magalhães e Militão.
""Antes eu trabalhava com pessoas que eu era fã, com grandes ídolos, pessoas que fizeram seus nomes na Seleção. Hoje, faço esse papel. É tudo questão de tempo, de história, de dia a dia com eles. Vivo de forma normal, tento me aproximar cada vez mais dos jogadores que estão comigo, porque sei que o Thiago, Miranda, David Luiz eram importantes para mim"".

""Quando não presto atenção, você tem que tomar cuidado com as suas atitudes, se comportar da melhor forma. Sempre tem alguém vendo. Estou vivendo assim. Sei do meu papel, tento trazer para a Seleção formas de ajudar esses meninos que estão chegando"", acrescentou o camisa 3.
A Copa América começa hoje, quinta-feira, com Argentina x Canadá, às 21h, no Mercedes-Benz Stadium. O Brasil estreia na segunda-feira, às 22h, contra a Costa Rica, no SoFI Stadium. A Seleção está no Grupo D, que tem ainda Colômbia e Paraguai. Antes, o Brasil fez dois amistosos. Venceu o México por 3 a 2 e empatou por 1 a 1 com os Estados Unidos.
"
"Cruzeiro quer Gabigol, do Flamengo, após desistir de Dudu",Atacante rubro-negro seria alvo da Raposa por ser nome de impacto e trazer retorno técnico,2024-06-18 10:06:00,Rio de Janeiro (RJ),"Sócio-majoritário da Sociedade Anônima do Futebol (SAF) da Raposa, Pedro Lourenço teria entrado em contato por telefone com o presidente do Flamengo, Rodolfo Landim. Os dirigentes teriam debatidos possíveis negócios, e o nome de Gabigol foi citado.
No entanto, nenhuma proposta foi apresentada pelo Cabuloso ao Rubro-Negro ou ao jogador. O vínculo do atacante com o clube carioca se encerra no final deste ano, e as conversas por renovação não avançaram nos últimos meses. Assim, o Cruzeiro poderia ou tentar contratá-lo já na janela do meio do ano, tendo que negociar com o Flamengo, ou assinar um pré-contrato com Gabi para 2025.
Até aqui, a Raposa já anunciou as contratações do goleiro Cássio, do zagueiro Jonathan Jesus e dos atacantes Kaio Jorge e Lautaro Díaz para julho, além de ter fechado em definitivo com Matheus Pereira. O clube ainda busca um meio-campista e outro jogador para o setor ofensivo.
"
"Lutando até o fim, Sérvia arranca empate da Eslovênia nos acréscimos",Seleção eslovena vencia até os 95 minutos e sérvios respiram na Euro,2024-06-20 12:07:00,Rio de Janeiro,"O goleiro da Eslovênia, Oblak teve um primeiro tempo de almanaque e manteve um 0 a 0 no placar, feito raro na atual edição da Eurocopa, sendo apenas o segundo jogo a ir ao intervalo sem gols marcados, ao lado de Portugal e Tchéquia, na primeira rodada do grupo F.
Em uma partida que se mostrava propositiva aos dois lados do campo, as seleções que compunham a antiga Iugoslávia dividiram a bola em praticamente todo o jogo. Porém, não foi suficiente para a Sérvia: aos 24 minutos da segunda etapa, Zan Karnicnik, lateral esloveno, recebeu um cruzamento de Elsnik e finalizou de primeira bem próximo do gol.
Após muitas faltas e disputas de bola dentro da área ao sofrer o gol, a Sérvia não criou muitas situações de ataque até os momentos finais da partida Na última bola no escanteio, Luka Jovic desviou de cabeça para igualar a partida aos 95 minutos e conquistar o ponto.
A Sérvia vai ao último jogo da fase de grupos contra a Dinamarca, precisando vencer para classificar ao mata-mata da Eurocopa. Do outro lado, a Eslovênia encara a Inglaterra numa disputa entre primeiro e segundo lugar.
"
Veja o time ideal da 6ª rodada da Copa Sul-Americana,Athletico conta com dois representantes na seleção ,2024-06-01 07:00:00,São Paulo (SP),"Apesar dos triunfos, as equipes não contam com representantes no time ideal da rodada, que é formado maioritariamente por atletas estrangeiros.
Além da dupla, Athletico, Cuiabá, Fortaleza e RB Bragantino conquistaram a classificação para a próxima fase do torneio. O Internacional, que teve duas partidas adiadas em razão das enchentes que atingiram o estado do Rio Grande do Sul, ainda busca a classificação.
CONFIRA A SELEÇÃO IDEAL DA 6ª RODADA DA SUL-AMERICANA 
Goleiro: Luis Corredor (Rayo Zuliano) - Nota: 8.8 Lateral-direito: Marcelo Saracchi (Boca Juniors) - Nota: 8.4 Zagueiro: Thiago Heleno (Athletico) - Nota: 8.3 Zagueiro: José Ortíz (Independiente Medellín) - Nota: 8.1Lateral-esquerdo: Bruno Pacheco (Fortaleza) - Nota: 8.2 Meia: Mariano Maño (Delfin) - Nota: 8.5 Meia: Miguel Monsalve (Independiente Medellín) - Nota: 8.5Meia: Kevín Zenon (Boca Juniors) - Nota: 9.6 (maior nota)Atacante: Damián Batallini (Argentinos Juniors) - Nota: 8.5 Atacante: Chavarría (Belgrano) - Nota: 8.5Atacante: Tomás Cuello (Athletico) - Nota: 8.7 
* Os números foram retirados do site SofaScore
"
